,Jacard Benzerliği
"('Harry James Potter', 'George Weasley')",0.47619047619047616
"('Harry James Potter', 'Ginny Weasley')",0.45
"('Harry James Potter', 'Graham Pritchard')",0.0
"('Harry James Potter', 'Gregory Goyle')",0.0
"('Harry James Potter', 'Hannah Abbott')",0.125
"('Harry James Potter', 'Hermione Granger')",0.6666666666666666
"('Harry James Potter', 'Jimmy Peakes')",0.047619047619047616
"('Harry James Potter', 'Justin Finch-Fletchley')",0.125
"('Harry James Potter', 'Katie Bell')",0.2857142857142857
"('Harry James Potter', 'Kevin Whitby')",0.0
"('Harry James Potter', 'Lavender Brown')",0.047619047619047616
"('Harry James Potter', 'Leanne')",0.1
"('Harry James Potter', 'Lee Jordan')",0.25
"('Harry James Potter', 'Lucian Bole')",0.0
"('Harry James Potter', 'Luna Lovegood')",0.3
"('Harry James Potter', 'Malcolm Baddock')",0.0
"('Harry James Potter', 'Mandy Brocklehurst')",0.0
"('Harry James Potter', 'Marcus Belby')",0.0
"('Harry James Potter', 'Marcus Flint')",0.0
"('Harry James Potter', 'Michael Corner')",0.0
"('Harry James Potter', 'Miles Bletchley')",0.0
"('Harry James Potter', 'Millicent Bulstrode')",0.0
"('Harry James Potter', 'Natalie McDonald')",0.0
"('Harry James Potter', 'Neville Longbottom')",0.4
"('Harry James Potter', 'Oliver Wood')",0.3333333333333333
"('Harry James Potter', 'Orla Quirke')",0.0
"('Harry James Potter', 'Owen Cauldwell')",0.0
"('Harry James Potter', 'Padma Patil')",0.05
"('Harry James Potter', 'Pansy Parkinson')",0.0
"('Harry James Potter', 'Parvati Patil')",0.13636363636363635
"('Harry James Potter', 'Penelope Clearwater')",0.0
"('Harry James Potter', 'Percy Weasley')",0.14285714285714285
"('Harry James Potter', 'Peregrine Derrick')",0.0
"('Harry James Potter', 'Roger Davies')",0.0
"('Harry James Potter', 'Romilda Vane')",0.0
"('Harry James Potter', 'Ronald Weasley')",0.6666666666666666
"('Harry James Potter', 'Rose Zeller')",0.0
"('Harry James Potter', 'Seamus Finnigan')",0.2727272727272727
"('Harry James Potter', 'Stewart Ackerley')",0.0
"('Harry James Potter', 'Susan Bones')",0.125
"('Harry James Potter', 'Terry Boot')",0.16666666666666666
"('Harry James Potter', 'Theodore Nott')",0.0
"('Harry James Potter', 'Vincent Crabbe')",0.0
"('Harry James Potter', 'Zacharias Smith')",0.0
"('Hermione Granger', 'Adrian Pucey')",0.0
"('Hermione Granger', 'Alicia Spinnet')",0.6
"('Hermione Granger', 'Angelina Johnson')",0.6
"('Hermione Granger', 'Anthony Goldstein')",0.047619047619047616
"('Hermione Granger', 'Blaise Zabini')",0.0
"('Hermione Granger', 'C. Warrington')",0.0
"('Hermione Granger', 'Cedric Diggory')",0.058823529411764705
"('Hermione Granger', 'Cho Chang')",0.0625
"('Hermione Granger', 'Colin Creevey')",0.058823529411764705
"('Hermione Granger', 'Cormac McLaggen')",0.0
"('Hermione Granger', 'Dean Thomas')",0.35294117647058826
"('Hermione Granger', 'Demelza Robins')",0.0
"('Hermione Granger', 'Dennis Creevey')",0.058823529411764705
"('Hermione Granger', 'Draco Malfoy')",0.0
"('Hermione Granger', 'Eddie Carmichael')",0.0
"('Hermione Granger', 'Eleanor Branstone')",0.0
"('Hermione Granger', 'Ernie Macmillan')",0.047619047619047616
"('Hermione Granger', 'Euan Abercrombie')",0.0
"('Hermione Granger', 'Fred Weasley')",0.625
"('Hermione Granger', 'George Weasley')",0.625
"('Hermione Granger', 'Ginny Weasley')",0.5
"('Hermione Granger', 'Graham Pritchard')",0.0
"('Hermione Granger', 'Gregory Goyle')",0.0
"('Hermione Granger', 'Hannah Abbott')",0.047619047619047616
"('Hermione Granger', 'Harry James Potter')",0.6666666666666666
"('Hermione Granger', 'Jimmy Peakes')",0.0
"('Hermione Granger', 'Justin Finch-Fletchley')",0.047619047619047616
"('Hermione Granger', 'Katie Bell')",0.4666666666666667
"('Hermione Granger', 'Kevin Whitby')",0.0
"('Hermione Granger', 'Lavender Brown')",0.0625
"('Hermione Granger', 'Leanne')",0.13333333333333333
"('Hermione Granger', 'Lee Jordan')",0.25
"('Hermione Granger', 'Lucian Bole')",0.0
"('Hermione Granger', 'Luna Lovegood')",0.4
"('Hermione Granger', 'Malcolm Baddock')",0.0
"('Hermione Granger', 'Mandy Brocklehurst')",0.0
"('Hermione Granger', 'Marcus Belby')",0.0
"('Hermione Granger', 'Marcus Flint')",0.0
"('Hermione Granger', 'Michael Corner')",0.0
"('Hermione Granger', 'Miles Bletchley')",0.0
"('Hermione Granger', 'Millicent Bulstrode')",0.0
"('Hermione Granger', 'Natalie McDonald')",0.0
"('Hermione Granger', 'Neville Longbottom')",0.5333333333333333
"('Hermione Granger', 'Oliver Wood')",0.5333333333333333
"('Hermione Granger', 'Orla Quirke')",0.0
"('Hermione Granger', 'Owen Cauldwell')",0.0
"('Hermione Granger', 'Padma Patil')",0.06666666666666667
"('Hermione Granger', 'Pansy Parkinson')",0.0
"('Hermione Granger', 'Parvati Patil')",0.17647058823529413
"('Hermione Granger', 'Penelope Clearwater')",0.0
"('Hermione Granger', 'Percy Weasley')",0.1875
"('Hermione Granger', 'Peregrine Derrick')",0.0
"('Hermione Granger', 'Roger Davies')",0.0
"('Hermione Granger', 'Romilda Vane')",0.0
"('Hermione Granger', 'Ronald Weasley')",0.875
"('Hermione Granger', 'Rose Zeller')",0.0
"('Hermione Granger', 'Seamus Finnigan')",0.35294117647058826
"('Hermione Granger', 'Stewart Ackerley')",0.0
"('Hermione Granger', 'Susan Bones')",0.047619047619047616
"('Hermione Granger', 'Terry Boot')",0.09523809523809523
"('Hermione Granger', 'Theodore Nott')",0.0
"('Hermione Granger', 'Vincent Crabbe')",0.0
"('Hermione Granger', 'Zacharias Smith')",0.0
"('Jimmy Peakes', 'Adrian Pucey')",0.0
"('Jimmy Peakes', 'Alicia Spinnet')",0.0
"('Jimmy Peakes', 'Angelina Johnson')",0.0
"('Jimmy Peakes', 'Anthony Goldstein')",0.0
"('Jimmy Peakes', 'Blaise Zabini')",0.0
"('Jimmy Peakes', 'C. Warrington')",0.0
"('Jimmy Peakes', 'Cedric Diggory')",0.0
"('Jimmy Peakes', 'Cho Chang')",0.0
"('Jimmy Peakes', 'Colin Creevey')",0.0
"('Jimmy Peakes', 'Cormac McLaggen')",0.0
"('Jimmy Peakes', 'Dean Thomas')",0.0
"('Jimmy Peakes', 'Demelza Robins')",0.5
"('Jimmy Peakes', 'Dennis Creevey')",0.0
"('Jimmy Peakes', 'Draco Malfoy')",0.0
"('Jimmy Peakes', 'Eddie Carmichael')",0.0
"('Jimmy Peakes', 'Eleanor Branstone')",0.0
"('Jimmy Peakes', 'Ernie Macmillan')",0.0
"('Jimmy Peakes', 'Euan Abercrombie')",0.0
"('Jimmy Peakes', 'Fred Weasley')",0.0
"('Jimmy Peakes', 'George Weasley')",0.0
"('Jimmy Peakes', 'Ginny Weasley')",0.1
"('Jimmy Peakes', 'Graham Pritchard')",0.0
"('Jimmy Peakes', 'Gregory Goyle')",0.0
"('Jimmy Peakes', 'Hannah Abbott')",0.0
"('Jimmy Peakes', 'Harry James Potter')",0.047619047619047616
"('Jimmy Peakes', 'Hermione Granger')",0.0
"('Jimmy Peakes', 'Justin Finch-Fletchley')",0.0
"('Jimmy Peakes', 'Katie Bell')",0.0
"('Jimmy Peakes', 'Kevin Whitby')",0.0
"('Jimmy Peakes', 'Lavender Brown')",0.0
"('Jimmy Peakes', 'Leanne')",0.0
"('Jimmy Peakes', 'Lee Jordan')",0.0
"('Jimmy Peakes', 'Lucian Bole')",0.0
"('Jimmy Peakes', 'Luna Lovegood')",0.0
"('Jimmy Peakes', 'Malcolm Baddock')",0.0
"('Jimmy Peakes', 'Mandy Brocklehurst')",0.0
"('Jimmy Peakes', 'Marcus Belby')",0.0
"('Jimmy Peakes', 'Marcus Flint')",0.0
"('Jimmy Peakes', 'Michael Corner')",0.0
"('Jimmy Peakes', 'Miles Bletchley')",0.0
"('Jimmy Peakes', 'Millicent Bulstrode')",0.0
"('Jimmy Peakes', 'Natalie McDonald')",0.0
"('Jimmy Peakes', 'Neville Longbottom')",0.0
"('Jimmy Peakes', 'Oliver Wood')",0.0
"('Jimmy Peakes', 'Orla Quirke')",0.0
"('Jimmy Peakes', 'Owen Cauldwell')",0.0
"('Jimmy Peakes', 'Padma Patil')",0.0
"('Jimmy Peakes', 'Pansy Parkinson')",0.0
"('Jimmy Peakes', 'Parvati Patil')",0.0
"('Jimmy Peakes', 'Penelope Clearwater')",0.0
"('Jimmy Peakes', 'Percy Weasley')",0.0
"('Jimmy Peakes', 'Peregrine Derrick')",0.0
"('Jimmy Peakes', 'Roger Davies')",0.0
"('Jimmy Peakes', 'Romilda Vane')",0.0
"('Jimmy Peakes', 'Ronald Weasley')",0.0
"('Jimmy Peakes', 'Rose Zeller')",0.0
"('Jimmy Peakes', 'Seamus Finnigan')",0.0
"('Jimmy Peakes', 'Stewart Ackerley')",0.0
"('Jimmy Peakes', 'Susan Bones')",0.0
"('Jimmy Peakes', 'Terry Boot')",0.0
"('Jimmy Peakes', 'Theodore Nott')",0.0
"('Jimmy Peakes', 'Vincent Crabbe')",0.0
"('Jimmy Peakes', 'Zacharias Smith')",0.0
"('Justin Finch-Fletchley', 'Adrian Pucey')",0.0
"('Justin Finch-Fletchley', 'Alicia Spinnet')",0.06666666666666667
"('Justin Finch-Fletchley', 'Angelina Johnson')",0.06666666666666667
"('Justin Finch-Fletchley', 'Anthony Goldstein')",1.0
"('Justin Finch-Fletchley', 'Blaise Zabini')",0.0
"('Justin Finch-Fletchley', 'C. Warrington')",0.0
"('Justin Finch-Fletchley', 'Cedric Diggory')",0.1111111111111111
"('Justin Finch-Fletchley', 'Cho Chang')",0.125
"('Justin Finch-Fletchley', 'Colin Creevey')",0.1111111111111111
"('Justin Finch-Fletchley', 'Cormac McLaggen')",0.0
"('Justin Finch-Fletchley', 'Dean Thomas')",0.07142857142857142
"('Justin Finch-Fletchley', 'Demelza Robins')",0.0
"('Justin Finch-Fletchley', 'Dennis Creevey')",0.1111111111111111
"('Justin Finch-Fletchley', 'Draco Malfoy')",0.0
"('Justin Finch-Fletchley', 'Eddie Carmichael')",0.0
"('Justin Finch-Fletchley', 'Eleanor Branstone')",0.0
"('Justin Finch-Fletchley', 'Ernie Macmillan')",1.0
"('Justin Finch-Fletchley', 'Euan Abercrombie')",0.0
"('Justin Finch-Fletchley', 'Fred Weasley')",0.058823529411764705
"('Justin Finch-Fletchley', 'George Weasley')",0.058823529411764705
"('Justin Finch-Fletchley', 'Ginny Weasley')",0.06666666666666667
"('Justin Finch-Fletchley', 'Graham Pritchard')",0.0
"('Justin Finch-Fletchley', 'Gregory Goyle')",0.0
"('Justin Finch-Fletchley', 'Hannah Abbott')",1.0
"('Justin Finch-Fletchley', 'Harry James Potter')",0.125
"('Justin Finch-Fletchley', 'Hermione Granger')",0.047619047619047616
"('Justin Finch-Fletchley', 'Jimmy Peakes')",0.0
"('Justin Finch-Fletchley', 'Katie Bell')",0.07692307692307693
"('Justin Finch-Fletchley', 'Kevin Whitby')",0.0
"('Justin Finch-Fletchley', 'Lavender Brown')",0.0
"('Justin Finch-Fletchley', 'Leanne')",0.0
"('Justin Finch-Fletchley', 'Lee Jordan')",0.09090909090909091
"('Justin Finch-Fletchley', 'Lucian Bole')",0.0
"('Justin Finch-Fletchley', 'Luna Lovegood')",0.08333333333333333
"('Justin Finch-Fletchley', 'Malcolm Baddock')",0.0
"('Justin Finch-Fletchley', 'Mandy Brocklehurst')",0.0
"('Justin Finch-Fletchley', 'Marcus Belby')",0.0
"('Justin Finch-Fletchley', 'Marcus Flint')",0.0
"('Justin Finch-Fletchley', 'Michael Corner')",0.0
"('Justin Finch-Fletchley', 'Miles Bletchley')",0.0
"('Justin Finch-Fletchley', 'Millicent Bulstrode')",0.0
"('Justin Finch-Fletchley', 'Natalie McDonald')",0.0
"('Justin Finch-Fletchley', 'Neville Longbottom')",0.07142857142857142
"('Justin Finch-Fletchley', 'Oliver Wood')",0.07142857142857142
"('Justin Finch-Fletchley', 'Orla Quirke')",0.0
"('Justin Finch-Fletchley', 'Owen Cauldwell')",0.0
"('Justin Finch-Fletchley', 'Padma Patil')",0.14285714285714285
"('Justin Finch-Fletchley', 'Pansy Parkinson')",0.0
"('Justin Finch-Fletchley', 'Parvati Patil')",0.0
"('Justin Finch-Fletchley', 'Penelope Clearwater')",0.0
"('Justin Finch-Fletchley', 'Percy Weasley')",0.1
"('Justin Finch-Fletchley', 'Peregrine Derrick')",0.0
"('Justin Finch-Fletchley', 'Roger Davies')",0.0
"('Justin Finch-Fletchley', 'Romilda Vane')",0.0
"('Justin Finch-Fletchley', 'Ronald Weasley')",0.047619047619047616
"('Justin Finch-Fletchley', 'Rose Zeller')",0.0
"('Justin Finch-Fletchley', 'Seamus Finnigan')",0.07142857142857142
"('Justin Finch-Fletchley', 'Stewart Ackerley')",0.0
"('Justin Finch-Fletchley', 'Susan Bones')",1.0
"('Justin Finch-Fletchley', 'Terry Boot')",0.875
"('Justin Finch-Fletchley', 'Theodore Nott')",0.0
"('Justin Finch-Fletchley', 'Vincent Crabbe')",0.0
"('Justin Finch-Fletchley', 'Zacharias Smith')",0.0
"('Katie Bell', 'Adrian Pucey')",0.0
"('Katie Bell', 'Alicia Spinnet')",0.7777777777777778
"('Katie Bell', 'Angelina Johnson')",0.7777777777777778
"('Katie Bell', 'Anthony Goldstein')",0.07692307692307693
"('Katie Bell', 'Blaise Zabini')",0.0
"('Katie Bell', 'C. Warrington')",0.0
"('Katie Bell', 'Cedric Diggory')",0.1111111111111111
"('Katie Bell', 'Cho Chang')",0.125
"('Katie Bell', 'Colin Creevey')",0.1111111111111111
"('Katie Bell', 'Cormac McLaggen')",0.0
"('Katie Bell', 'Dean Thomas')",0.07142857142857142
"('Katie Bell', 'Demelza Robins')",0.0
"('Katie Bell', 'Dennis Creevey')",0.1111111111111111
"('Katie Bell', 'Draco Malfoy')",0.0
"('Katie Bell', 'Eddie Carmichael')",0.0
"('Katie Bell', 'Eleanor Branstone')",0.0
"('Katie Bell', 'Ernie Macmillan')",0.07692307692307693
"('Katie Bell', 'Euan Abercrombie')",0.0
"('Katie Bell', 'Fred Weasley')",0.6363636363636364
"('Katie Bell', 'George Weasley')",0.6363636363636364
"('Katie Bell', 'Ginny Weasley')",0.23076923076923078
"('Katie Bell', 'Graham Pritchard')",0.0
"('Katie Bell', 'Gregory Goyle')",0.0
"('Katie Bell', 'Hannah Abbott')",0.07692307692307693
"('Katie Bell', 'Harry James Potter')",0.2857142857142857
"('Katie Bell', 'Hermione Granger')",0.4666666666666667
"('Katie Bell', 'Jimmy Peakes')",0.0
"('Katie Bell', 'Justin Finch-Fletchley')",0.07692307692307693
"('Katie Bell', 'Kevin Whitby')",0.0
"('Katie Bell', 'Lavender Brown')",0.0
"('Katie Bell', 'Leanne')",0.125
"('Katie Bell', 'Lee Jordan')",0.3333333333333333
"('Katie Bell', 'Lucian Bole')",0.0
"('Katie Bell', 'Luna Lovegood')",0.08333333333333333
"('Katie Bell', 'Malcolm Baddock')",0.0
"('Katie Bell', 'Mandy Brocklehurst')",0.0
"('Katie Bell', 'Marcus Belby')",0.0
"('Katie Bell', 'Marcus Flint')",0.0
"('Katie Bell', 'Michael Corner')",0.0
"('Katie Bell', 'Miles Bletchley')",0.0
"('Katie Bell', 'Millicent Bulstrode')",0.0
"('Katie Bell', 'Natalie McDonald')",0.0
"('Katie Bell', 'Neville Longbottom')",0.07142857142857142
"('Katie Bell', 'Oliver Wood')",0.875
"('Katie Bell', 'Orla Quirke')",0.0
"('Katie Bell', 'Owen Cauldwell')",0.0
"('Katie Bell', 'Padma Patil')",0.14285714285714285
"('Katie Bell', 'Pansy Parkinson')",0.0
"('Katie Bell', 'Parvati Patil')",0.0
"('Katie Bell', 'Penelope Clearwater')",0.0
"('Katie Bell', 'Percy Weasley')",0.1
"('Katie Bell', 'Peregrine Derrick')",0.0
"('Katie Bell', 'Roger Davies')",0.0
"('Katie Bell', 'Romilda Vane')",0.0
"('Katie Bell', 'Ronald Weasley')",0.375
"('Katie Bell', 'Rose Zeller')",0.0
"('Katie Bell', 'Seamus Finnigan')",0.07142857142857142
"('Katie Bell', 'Stewart Ackerley')",0.0
"('Katie Bell', 'Susan Bones')",0.07692307692307693
"('Katie Bell', 'Terry Boot')",0.07142857142857142
"('Katie Bell', 'Theodore Nott')",0.0
"('Katie Bell', 'Vincent Crabbe')",0.0
"('Katie Bell', 'Zacharias Smith')",0.0
"('Kevin Whitby', 'Adrian Pucey')",0.0
"('Kevin Whitby', 'Alicia Spinnet')",0.0
"('Kevin Whitby', 'Angelina Johnson')",0.0
"('Kevin Whitby', 'Anthony Goldstein')",0.0
"('Kevin Whitby', 'Blaise Zabini')",0.0
"('Kevin Whitby', 'C. Warrington')",0.0
"('Kevin Whitby', 'Cedric Diggory')",0.0
"('Kevin Whitby', 'Cho Chang')",0.0
"('Kevin Whitby', 'Colin Creevey')",0.0
"('Kevin Whitby', 'Cormac McLaggen')",0.0
"('Kevin Whitby', 'Dean Thomas')",0.0
"('Kevin Whitby', 'Demelza Robins')",0.0
"('Kevin Whitby', 'Dennis Creevey')",0.0
"('Kevin Whitby', 'Draco Malfoy')",0.0
"('Kevin Whitby', 'Eddie Carmichael')",0.0
"('Kevin Whitby', 'Eleanor Branstone')",0.0
"('Kevin Whitby', 'Ernie Macmillan')",0.0
"('Kevin Whitby', 'Euan Abercrombie')",0.0
"('Kevin Whitby', 'Fred Weasley')",0.0
"('Kevin Whitby', 'George Weasley')",0.0
"('Kevin Whitby', 'Ginny Weasley')",0.0
"('Kevin Whitby', 'Graham Pritchard')",0.0
"('Kevin Whitby', 'Gregory Goyle')",0.0
"('Kevin Whitby', 'Hannah Abbott')",0.0
"('Kevin Whitby', 'Harry James Potter')",0.0
"('Kevin Whitby', 'Hermione Granger')",0.0
"('Kevin Whitby', 'Jimmy Peakes')",0.0
"('Kevin Whitby', 'Justin Finch-Fletchley')",0.0
"('Kevin Whitby', 'Katie Bell')",0.0
"('Kevin Whitby', 'Lavender Brown')",0.0
"('Kevin Whitby', 'Leanne')",0.0
"('Kevin Whitby', 'Lee Jordan')",0.0
"('Kevin Whitby', 'Lucian Bole')",0.0
"('Kevin Whitby', 'Luna Lovegood')",0.0
"('Kevin Whitby', 'Malcolm Baddock')",0.0
"('Kevin Whitby', 'Mandy Brocklehurst')",0.0
"('Kevin Whitby', 'Marcus Belby')",0.0
"('Kevin Whitby', 'Marcus Flint')",0.0
"('Kevin Whitby', 'Michael Corner')",0.0
"('Kevin Whitby', 'Miles Bletchley')",0.0
"('Kevin Whitby', 'Millicent Bulstrode')",0.0
"('Kevin Whitby', 'Natalie McDonald')",0.0
"('Kevin Whitby', 'Neville Longbottom')",0.0
"('Kevin Whitby', 'Oliver Wood')",0.0
"('Kevin Whitby', 'Orla Quirke')",0.0
"('Kevin Whitby', 'Owen Cauldwell')",0.0
"('Kevin Whitby', 'Padma Patil')",0.0
"('Kevin Whitby', 'Pansy Parkinson')",0.0
"('Kevin Whitby', 'Parvati Patil')",0.0
"('Kevin Whitby', 'Penelope Clearwater')",0.0
"('Kevin Whitby', 'Percy Weasley')",0.0
"('Kevin Whitby', 'Peregrine Derrick')",0.0
"('Kevin Whitby', 'Roger Davies')",0.0
"('Kevin Whitby', 'Romilda Vane')",0.0
"('Kevin Whitby', 'Ronald Weasley')",0.0
"('Kevin Whitby', 'Rose Zeller')",0.0
"('Kevin Whitby', 'Seamus Finnigan')",0.0
"('Kevin Whitby', 'Stewart Ackerley')",0.0
"('Kevin Whitby', 'Susan Bones')",0.0
"('Kevin Whitby', 'Terry Boot')",0.0
"('Kevin Whitby', 'Theodore Nott')",0.0
"('Kevin Whitby', 'Vincent Crabbe')",0.0
"('Kevin Whitby', 'Zacharias Smith')",0.0
"('Lavender Brown', 'Adrian Pucey')",0.0
"('Lavender Brown', 'Alicia Spinnet')",0.1
"('Lavender Brown', 'Angelina Johnson')",0.1
"('Lavender Brown', 'Anthony Goldstein')",0.0
"('Lavender Brown', 'Blaise Zabini')",0.0
"('Lavender Brown', 'C. Warrington')",0.0
"('Lavender Brown', 'Cedric Diggory')",0.0
"('Lavender Brown', 'Cho Chang')",0.0
"('Lavender Brown', 'Colin Creevey')",0.0
"('Lavender Brown', 'Cormac McLaggen')",0.0
"('Lavender Brown', 'Dean Thomas')",0.25
"('Lavender Brown', 'Demelza Robins')",0.0
"('Lavender Brown', 'Dennis Creevey')",0.0
"('Lavender Brown', 'Draco Malfoy')",0.0
"('Lavender Brown', 'Eddie Carmichael')",0.0
"('Lavender Brown', 'Eleanor Branstone')",0.0
"('Lavender Brown', 'Ernie Macmillan')",0.0
"('Lavender Brown', 'Euan Abercrombie')",0.0
"('Lavender Brown', 'Fred Weasley')",0.08333333333333333
"('Lavender Brown', 'George Weasley')",0.08333333333333333
"('Lavender Brown', 'Ginny Weasley')",0.1
"('Lavender Brown', 'Graham Pritchard')",0.0
"('Lavender Brown', 'Gregory Goyle')",0.0
"('Lavender Brown', 'Hannah Abbott')",0.0
"('Lavender Brown', 'Harry James Potter')",0.047619047619047616
"('Lavender Brown', 'Hermione Granger')",0.0625
"('Lavender Brown', 'Jimmy Peakes')",0.0
"('Lavender Brown', 'Justin Finch-Fletchley')",0.0
"('Lavender Brown', 'Katie Bell')",0.0
"('Lavender Brown', 'Kevin Whitby')",0.0
"('Lavender Brown', 'Leanne')",0.0
"('Lavender Brown', 'Lee Jordan')",0.16666666666666666
"('Lavender Brown', 'Lucian Bole')",0.0
"('Lavender Brown', 'Luna Lovegood')",0.14285714285714285
"('Lavender Brown', 'Malcolm Baddock')",0.0
"('Lavender Brown', 'Mandy Brocklehurst')",0.0
"('Lavender Brown', 'Marcus Belby')",0.0
"('Lavender Brown', 'Marcus Flint')",0.0
"('Lavender Brown', 'Michael Corner')",0.0
"('Lavender Brown', 'Miles Bletchley')",0.0
"('Lavender Brown', 'Millicent Bulstrode')",0.0
"('Lavender Brown', 'Natalie McDonald')",0.0
"('Lavender Brown', 'Neville Longbottom')",0.1111111111111111
"('Lavender Brown', 'Oliver Wood')",0.1111111111111111
"('Lavender Brown', 'Orla Quirke')",0.0
"('Lavender Brown', 'Owen Cauldwell')",0.0
"('Lavender Brown', 'Padma Patil')",0.0
"('Lavender Brown', 'Pansy Parkinson')",0.0
"('Lavender Brown', 'Parvati Patil')",0.16666666666666666
"('Lavender Brown', 'Penelope Clearwater')",0.0
"('Lavender Brown', 'Percy Weasley')",0.2
"('Lavender Brown', 'Peregrine Derrick')",0.0
"('Lavender Brown', 'Roger Davies')",0.0
"('Lavender Brown', 'Romilda Vane')",0.0
"('Lavender Brown', 'Ronald Weasley')",0.13333333333333333
"('Lavender Brown', 'Rose Zeller')",0.0
"('Lavender Brown', 'Seamus Finnigan')",0.25
"('Lavender Brown', 'Stewart Ackerley')",0.0
"('Lavender Brown', 'Susan Bones')",0.0
"('Lavender Brown', 'Terry Boot')",0.0
"('Lavender Brown', 'Theodore Nott')",0.0
"('Lavender Brown', 'Vincent Crabbe')",0.0
"('Lavender Brown', 'Zacharias Smith')",0.0
"('Leanne', 'Adrian Pucey')",0.0
"('Leanne', 'Alicia Spinnet')",0.1
"('Leanne', 'Angelina Johnson')",0.1
"('Leanne', 'Anthony Goldstein')",0.0
"('Leanne', 'Blaise Zabini')",0.0
"('Leanne', 'C. Warrington')",0.0
"('Leanne', 'Cedric Diggory')",0.0
"('Leanne', 'Cho Chang')",0.0
"('Leanne', 'Colin Creevey')",0.0
"('Leanne', 'Cormac McLaggen')",0.0
"('Leanne', 'Dean Thomas')",0.0
"('Leanne', 'Demelza Robins')",0.0
"('Leanne', 'Dennis Creevey')",0.0
"('Leanne', 'Draco Malfoy')",0.0
"('Leanne', 'Eddie Carmichael')",0.0
"('Leanne', 'Eleanor Branstone')",0.0
"('Leanne', 'Ernie Macmillan')",0.0
"('Leanne', 'Euan Abercrombie')",0.0
"('Leanne', 'Fred Weasley')",0.08333333333333333
"('Leanne', 'George Weasley')",0.08333333333333333
"('Leanne', 'Ginny Weasley')",0.0
"('Leanne', 'Graham Pritchard')",0.0
"('Leanne', 'Gregory Goyle')",0.0
"('Leanne', 'Hannah Abbott')",0.0
"('Leanne', 'Harry James Potter')",0.1
"('Leanne', 'Hermione Granger')",0.13333333333333333
"('Leanne', 'Jimmy Peakes')",0.0
"('Leanne', 'Justin Finch-Fletchley')",0.0
"('Leanne', 'Katie Bell')",0.125
"('Leanne', 'Kevin Whitby')",0.0
"('Leanne', 'Lavender Brown')",0.0
"('Leanne', 'Lee Jordan')",0.0
"('Leanne', 'Lucian Bole')",0.0
"('Leanne', 'Luna Lovegood')",0.0
"('Leanne', 'Malcolm Baddock')",0.0
"('Leanne', 'Mandy Brocklehurst')",0.0
"('Leanne', 'Marcus Belby')",0.0
"('Leanne', 'Marcus Flint')",0.0
"('Leanne', 'Michael Corner')",0.0
"('Leanne', 'Miles Bletchley')",0.0
"('Leanne', 'Millicent Bulstrode')",0.0
"('Leanne', 'Natalie McDonald')",0.0
"('Leanne', 'Neville Longbottom')",0.0
"('Leanne', 'Oliver Wood')",0.1111111111111111
"('Leanne', 'Orla Quirke')",0.0
"('Leanne', 'Owen Cauldwell')",0.0
"('Leanne', 'Padma Patil')",0.0
"('Leanne', 'Pansy Parkinson')",0.0
"('Leanne', 'Parvati Patil')",0.0
"('Leanne', 'Penelope Clearwater')",0.0
"('Leanne', 'Percy Weasley')",0.0
"('Leanne', 'Peregrine Derrick')",0.0
"('Leanne', 'Roger Davies')",0.0
"('Leanne', 'Romilda Vane')",0.0
"('Leanne', 'Ronald Weasley')",0.13333333333333333
"('Leanne', 'Rose Zeller')",0.0
"('Leanne', 'Seamus Finnigan')",0.0
"('Leanne', 'Stewart Ackerley')",0.0
"('Leanne', 'Susan Bones')",0.0
"('Leanne', 'Terry Boot')",0.0
"('Leanne', 'Theodore Nott')",0.0
"('Leanne', 'Vincent Crabbe')",0.0
"('Leanne', 'Zacharias Smith')",0.0
"('Lee Jordan', 'Adrian Pucey')",0.0
"('Lee Jordan', 'Alicia Spinnet')",0.4
"('Lee Jordan', 'Angelina Johnson')",0.4
"('Lee Jordan', 'Anthony Goldstein')",0.09090909090909091
"('Lee Jordan', 'Blaise Zabini')",0.0
"('Lee Jordan', 'C. Warrington')",0.0
"('Lee Jordan', 'Cedric Diggory')",0.14285714285714285
"('Lee Jordan', 'Cho Chang')",0.16666666666666666
"('Lee Jordan', 'Colin Creevey')",0.14285714285714285
"('Lee Jordan', 'Cormac McLaggen')",0.0
"('Lee Jordan', 'Dean Thomas')",0.18181818181818182
"('Lee Jordan', 'Demelza Robins')",0.0
"('Lee Jordan', 'Dennis Creevey')",0.14285714285714285
"('Lee Jordan', 'Draco Malfoy')",0.0
"('Lee Jordan', 'Eddie Carmichael')",0.0
"('Lee Jordan', 'Eleanor Branstone')",0.0
"('Lee Jordan', 'Ernie Macmillan')",0.09090909090909091
"('Lee Jordan', 'Euan Abercrombie')",0.0
"('Lee Jordan', 'Fred Weasley')",0.45454545454545453
"('Lee Jordan', 'George Weasley')",0.45454545454545453
"('Lee Jordan', 'Ginny Weasley')",0.4
"('Lee Jordan', 'Graham Pritchard')",0.0
"('Lee Jordan', 'Gregory Goyle')",0.0
"('Lee Jordan', 'Hannah Abbott')",0.09090909090909091
"('Lee Jordan', 'Harry James Potter')",0.25
"('Lee Jordan', 'Hermione Granger')",0.25
"('Lee Jordan', 'Jimmy Peakes')",0.0
"('Lee Jordan', 'Justin Finch-Fletchley')",0.09090909090909091
"('Lee Jordan', 'Katie Bell')",0.3333333333333333
